resourceId,sqlVerb,ref,path,tokens,operationId,respSchema
azuread.users.mail_folders_messages_attachments,select,list_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/attachments,"user_id,mail_folder_id,message_id",users.mailFolders.messages.ListAttachments,attachmentCollectionResponse
azuread.users.mail_folders_messages_attachments,select,get_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/attachments/{attachment_id},"user_id,mail_folder_id,message_id,attachment_id",users.mailFolders.messages.GetAttachments,attachment
azuread.users.mail_folders_messages_attachments,insert,create_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/attachments,"{user_id},{mail_folder_id},{message_id}",users.mailFolders.messages.CreateAttachments,
azuread.users.mail_folders_messages_attachments,delete,delete_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/attachments/{attachment_id},"{user_id},{mail_folder_id},{message_id},{attachment_id}",users.mailFolders.messages.DeleteAttachments,
azuread.users.mail_folders_messages_extensions,select,list_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/extensions,"user_id,mail_folder_id,message_id",users.mailFolders.messages.ListExtensions,extensionCollectionResponse
azuread.users.mail_folders_messages_extensions,select,get_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/extensions/{extension_id},"user_id,mail_folder_id,message_id,extension_id",users.mailFolders.messages.GetExtensions,extension
azuread.users.mail_folders_messages_extensions,insert,create_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/extensions,"{user_id},{mail_folder_id},{message_id}",users.mailFolders.messages.CreateExtensions,
azuread.users.mail_folders_messages_extensions,delete,delete_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id}/extensions/{extension_id},"{user_id},{mail_folder_id},{message_id},{extension_id}",users.mailFolders.messages.DeleteExtensions,
azuread.users.managed_app_registrations,select,list_managed_app_registrations,/users/{user_id}/managedAppRegistrations,user_id,users.ListManagedAppRegistrations,managedAppRegistrationCollectionResponse
azuread.users.managed_app_registrations,select,get_managed_app_registrations,/users/{user_id}/managedAppRegistrations/{managed_app_registration_id},"user_id,managed_app_registration_id",users.GetManagedAppRegistrations,managedAppRegistration
azuread.users.managed_devices,select,list_managed_devices,/users/{user_id}/managedDevices,user_id,users.ListManagedDevices,managedDeviceCollectionResponse
azuread.users.managed_devices,select,get_managed_devices,/users/{user_id}/managedDevices/{managed_device_id},"user_id,managed_device_id",users.GetManagedDevices,managedDevice
azuread.users.managed_devices,insert,create_managed_devices,/users/{user_id}/managedDevices,{user_id},users.CreateManagedDevices,
azuread.users.managed_devices,delete,delete_managed_devices,/users/{user_id}/managedDevices/{managed_device_id},"{user_id},{managed_device_id}",users.DeleteManagedDevices,
azuread.users.managed_devices_device_category,select,get_device_category,/users/{user_id}/managedDevices/{managed_device_id}/deviceCategory,"user_id,managed_device_id",users.managedDevices.GetDeviceCategory,deviceCategory
azuread.users.managed_devices_device_category,delete,delete_device_category,/users/{user_id}/managedDevices/{managed_device_id}/deviceCategory,"{user_id},{managed_device_id}",users.managedDevices.DeleteDeviceCategory,
azuread.users.managed_devices_device_compliance_policy_states,select,list_device_compliance_policy_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceCompliancePolicyStates,"user_id,managed_device_id",users.managedDevices.ListDeviceCompliancePolicyStates,deviceCompliancePolicyStateCollectionResponse
azuread.users.managed_devices_device_compliance_policy_states,select,get_device_compliance_policy_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceCompliancePolicyStates/{device_compliance_policy_state_id},"user_id,managed_device_id,device_compliance_policy_state_id",users.managedDevices.GetDeviceCompliancePolicyStates,deviceCompliancePolicyState
azuread.users.managed_devices_device_compliance_policy_states,insert,create_device_compliance_policy_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceCompliancePolicyStates,"{user_id},{managed_device_id}",users.managedDevices.CreateDeviceCompliancePolicyStates,
azuread.users.managed_devices_device_compliance_policy_states,delete,delete_device_compliance_policy_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceCompliancePolicyStates/{device_compliance_policy_state_id},"{user_id},{managed_device_id},{device_compliance_policy_state_id}",users.managedDevices.DeleteDeviceCompliancePolicyStates,
azuread.users.managed_devices_device_configuration_states,select,list_device_configuration_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceConfigurationStates,"user_id,managed_device_id",users.managedDevices.ListDeviceConfigurationStates,deviceConfigurationStateCollectionResponse
azuread.users.managed_devices_device_configuration_states,select,get_device_configuration_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceConfigurationStates/{device_configuration_state_id},"user_id,managed_device_id,device_configuration_state_id",users.managedDevices.GetDeviceConfigurationStates,deviceConfigurationState
azuread.users.managed_devices_device_configuration_states,insert,create_device_configuration_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceConfigurationStates,"{user_id},{managed_device_id}",users.managedDevices.CreateDeviceConfigurationStates,
azuread.users.managed_devices_device_configuration_states,delete,delete_device_configuration_states,/users/{user_id}/managedDevices/{managed_device_id}/deviceConfigurationStates/{device_configuration_state_id},"{user_id},{managed_device_id},{device_configuration_state_id}",users.managedDevices.DeleteDeviceConfigurationStates,
azuread.users.managed_devices_log_collection_requests,select,list_log_collection_requests,/users/{user_id}/managedDevices/{managed_device_id}/logCollectionRequests,"user_id,managed_device_id",users.managedDevices.ListLogCollectionRequests,deviceLogCollectionResponseCollectionResponse
azuread.users.managed_devices_log_collection_requests,select,get_log_collection_requests,/users/{user_id}/managedDevices/{managed_device_id}/logCollectionRequests/{device_log_collection_response_id},"user_id,managed_device_id,device_log_collection_response_id",users.managedDevices.GetLogCollectionRequests,deviceLogCollectionResponse
azuread.users.managed_devices_log_collection_requests,insert,create_log_collection_requests,/users/{user_id}/managedDevices/{managed_device_id}/logCollectionRequests,"{user_id},{managed_device_id}",users.managedDevices.CreateLogCollectionRequests,
azuread.users.managed_devices_log_collection_requests,delete,delete_log_collection_requests,/users/{user_id}/managedDevices/{managed_device_id}/logCollectionRequests/{device_log_collection_response_id},"{user_id},{managed_device_id},{device_log_collection_response_id}",users.managedDevices.DeleteLogCollectionRequests,
azuread.users.managed_devices_users,select,list_users,/users/{user_id}/managedDevices/{managed_device_id}/users,"user_id,managed_device_id",users.managedDevices.ListUsers,userCollectionResponse
azuread.users.managed_devices_windows_protection_state,select,get_windows_protection_state,/users/{user_id}/managedDevices/{managed_device_id}/windowsProtectionState,"user_id,managed_device_id",users.managedDevices.GetWindowsProtectionState,windowsProtectionState
azuread.users.managed_devices_windows_protection_state,delete,delete_windows_protection_state,/users/{user_id}/managedDevices/{managed_device_id}/windowsProtectionState,"{user_id},{managed_device_id}",users.managedDevices.DeleteWindowsProtectionState,
azuread.users.managed_devices_windows_protection_state_detected_malware_state,select,list_detected_malware_state,/users/{user_id}/managedDevices/{managed_device_id}/windowsProtectionState/detectedMalwareState,"user_id,managed_device_id",users.managedDevices.windowsProtectionState.ListDetectedMalwareState,windowsDeviceMalwareStateCollectionResponse
azuread.users.managed_devices_windows_protection_state_detected_malware_state,select,get_detected_malware_state,/users/{user_id}/managedDevices/{managed_device_id}/windowsProtectionState/detectedMalwareState/{windows_device_malware_state_id},"user_id,managed_device_id,windows_device_malware_state_id",users.managedDevices.windowsProtectionState.GetDetectedMalwareState,windowsDeviceMalwareState
azuread.users.managed_devices_windows_protection_state_detected_malware_state,insert,create_detected_malware_state,/users/{user_id}/managedDevices/{managed_device_id}/windowsProtectionState/detectedMalwareState,"{user_id},{managed_device_id}",users.managedDevices.windowsProtectionState.CreateDetectedMalwareState,
azuread.users.managed_devices_windows_protection_state_detected_malware_state,delete,delete_detected_malware_state,/users/{user_id}/managedDevices/{managed_device_id}/windowsProtectionState/detectedMalwareState/{windows_device_malware_state_id},"{user_id},{managed_device_id},{windows_device_malware_state_id}",users.managedDevices.windowsProtectionState.DeleteDetectedMalwareState,
azuread.users.manager,select,get_manager,/users/{user_id}/manager,user_id,users.GetManager,directoryObject
azuread.users.manager,delete,delete_manager,/users/{user_id}/manager,{user_id},users.DeleteManager,
azuread.users.member_of,select,list_member_of,/users/{user_id}/memberOf,user_id,users.ListMemberOf,directoryObjectCollectionResponse
azuread.users.member_of,select,get_member_of,/users/{user_id}/memberOf/{directory_object_id},"user_id,directory_object_id",users.GetMemberOf,directoryObject
azuread.users.oauth2permission_grants,select,list_oauth2_permission_grants,/users/{user_id}/oauth2PermissionGrants,user_id,users.ListOauth2PermissionGrants,oAuth2PermissionGrantCollectionResponse
azuread.users.oauth2permission_grants,select,get_oauth2_permission_grants,/users/{user_id}/oauth2PermissionGrants/{o_auth2_permission_grant_id},"user_id,o_auth2_permission_grant_id",users.GetOauth2PermissionGrants,oAuth2PermissionGrant
azuread.users.owned_devices,select,list_owned_devices,/users/{user_id}/ownedDevices,user_id,users.ListOwnedDevices,directoryObjectCollectionResponse
azuread.users.owned_devices,select,get_owned_devices,/users/{user_id}/ownedDevices/{directory_object_id},"user_id,directory_object_id",users.GetOwnedDevices,directoryObject
azuread.users.owned_objects,select,list_owned_objects,/users/{user_id}/ownedObjects,user_id,users.ListOwnedObjects,directoryObjectCollectionResponse
azuread.users.owned_objects,select,get_owned_objects,/users/{user_id}/ownedObjects/{directory_object_id},"user_id,directory_object_id",users.GetOwnedObjects,directoryObject
azuread.users.registered_devices,select,list_registered_devices,/users/{user_id}/registeredDevices,user_id,users.ListRegisteredDevices,directoryObjectCollectionResponse
azuread.users.registered_devices,select,get_registered_devices,/users/{user_id}/registeredDevices/{directory_object_id},"user_id,directory_object_id",users.GetRegisteredDevices,directoryObject
azuread.users.scoped_role_member_of,select,list_scoped_role_member_of,/users/{user_id}/scopedRoleMemberOf,user_id,users.ListScopedRoleMemberOf,scopedRoleMembershipCollectionResponse
azuread.users.scoped_role_member_of,select,get_scoped_role_member_of,/users/{user_id}/scopedRoleMemberOf/{scoped_role_membership_id},"user_id,scoped_role_membership_id",users.GetScopedRoleMemberOf,scopedRoleMembership
azuread.users.scoped_role_member_of,insert,create_scoped_role_member_of,/users/{user_id}/scopedRoleMemberOf,{user_id},users.CreateScopedRoleMemberOf,
azuread.users.scoped_role_member_of,delete,delete_scoped_role_member_of,/users/{user_id}/scopedRoleMemberOf/{scoped_role_membership_id},"{user_id},{scoped_role_membership_id}",users.DeleteScopedRoleMemberOf,
azuread.users.settings,select,get_settings,/users/{user_id}/settings,user_id,users.GetSettings,userSettings
azuread.users.settings,delete,delete_settings,/users/{user_id}/settings,{user_id},users.DeleteSettings,
azuread.users.tings_shift_preferences,select,get_shift_preferences,/users/{user_id}/settings/shiftPreferences,user_id,users.settings.GetShiftPreferences,shiftPreferences
azuread.users.tings_shift_preferences,delete,delete_shift_preferences,/users/{user_id}/settings/shiftPreferences,{user_id},users.settings.DeleteShiftPreferences,
azuread.users.transitive_member_of,select,list_transitive_member_of,/users/{user_id}/transitiveMemberOf,user_id,users.ListTransitiveMemberOf,directoryObjectCollectionResponse
azuread.users.transitive_member_of,select,get_transitive_member_of,/users/{user_id}/transitiveMemberOf/{directory_object_id},"user_id,directory_object_id",users.GetTransitiveMemberOf,directoryObject
