resourceId,sqlVerb,ref,path,tokens,operationId,respSchema
azuread.users.authentication_password_methods,select,list_password_methods,/users/{user_id}/authentication/passwordMethods,user_id,users.authentication.ListPasswordMethods,passwordAuthenticationMethodCollectionResponse
azuread.users.authentication_password_methods,select,get_password_methods,/users/{user_id}/authentication/passwordMethods/{password_authentication_method_id},"user_id,password_authentication_method_id",users.authentication.GetPasswordMethods,passwordAuthenticationMethod
azuread.users.authentication_password_methods,insert,create_password_methods,/users/{user_id}/authentication/passwordMethods,{user_id},users.authentication.CreatePasswordMethods,
azuread.users.authentication_phone_methods,select,list_phone_methods,/users/{user_id}/authentication/phoneMethods,user_id,users.authentication.ListPhoneMethods,phoneAuthenticationMethodCollectionResponse
azuread.users.authentication_phone_methods,select,get_phone_methods,/users/{user_id}/authentication/phoneMethods/{phone_authentication_method_id},"user_id,phone_authentication_method_id",users.authentication.GetPhoneMethods,phoneAuthenticationMethod
azuread.users.authentication_phone_methods,insert,create_phone_methods,/users/{user_id}/authentication/phoneMethods,{user_id},users.authentication.CreatePhoneMethods,
azuread.users.authentication_phone_methods,delete,delete_phone_methods,/users/{user_id}/authentication/phoneMethods/{phone_authentication_method_id},"{user_id},{phone_authentication_method_id}",users.authentication.DeletePhoneMethods,
azuread.users.authentication_software_oath_methods,select,list_software_oath_methods,/users/{user_id}/authentication/softwareOathMethods,user_id,users.authentication.ListSoftwareOathMethods,softwareOathAuthenticationMethodCollectionResponse
azuread.users.authentication_software_oath_methods,select,get_software_oath_methods,/users/{user_id}/authentication/softwareOathMethods/{software_oath_authentication_method_id},"user_id,software_oath_authentication_method_id",users.authentication.GetSoftwareOathMethods,softwareOathAuthenticationMethod
azuread.users.authentication_software_oath_methods,delete,delete_software_oath_methods,/users/{user_id}/authentication/softwareOathMethods/{software_oath_authentication_method_id},"{user_id},{software_oath_authentication_method_id}",users.authentication.DeleteSoftwareOathMethods,
azuread.users.authentication_temporary_access_pass_methods,select,list_temporary_access_pass_methods,/users/{user_id}/authentication/temporaryAccessPassMethods,user_id,users.authentication.ListTemporaryAccessPassMethods,temporaryAccessPassAuthenticationMethodCollectionResponse
azuread.users.authentication_temporary_access_pass_methods,select,get_temporary_access_pass_methods,/users/{user_id}/authentication/temporaryAccessPassMethods/{temporary_access_pass_authentication_method_id},"user_id,temporary_access_pass_authentication_method_id",users.authentication.GetTemporaryAccessPassMethods,temporaryAccessPassAuthenticationMethod
azuread.users.authentication_temporary_access_pass_methods,insert,create_temporary_access_pass_methods,/users/{user_id}/authentication/temporaryAccessPassMethods,{user_id},users.authentication.CreateTemporaryAccessPassMethods,
azuread.users.authentication_temporary_access_pass_methods,delete,delete_temporary_access_pass_methods,/users/{user_id}/authentication/temporaryAccessPassMethods/{temporary_access_pass_authentication_method_id},"{user_id},{temporary_access_pass_authentication_method_id}",users.authentication.DeleteTemporaryAccessPassMethods,
azuread.users.authentication_windows_hello_for_business_methods,select,list_windows_hello_for_business_methods,/users/{user_id}/authentication/windowsHelloForBusinessMethods,user_id,users.authentication.ListWindowsHelloForBusinessMethods,windowsHelloForBusinessAuthenticationMethodCollectionResponse
azuread.users.authentication_windows_hello_for_business_methods,select,get_windows_hello_for_business_methods,/users/{user_id}/authentication/windowsHelloForBusinessMethods/{windows_hello_for_business_authentication_method_id},"user_id,windows_hello_for_business_authentication_method_id",users.authentication.GetWindowsHelloForBusinessMethods,windowsHelloForBusinessAuthenticationMethod
azuread.users.authentication_windows_hello_for_business_methods,delete,delete_windows_hello_for_business_methods,/users/{user_id}/authentication/windowsHelloForBusinessMethods/{windows_hello_for_business_authentication_method_id},"{user_id},{windows_hello_for_business_authentication_method_id}",users.authentication.DeleteWindowsHelloForBusinessMethods,
azuread.users.authentication_windows_hello_for_business_methods_device,select,get_device,/users/{user_id}/authentication/windowsHelloForBusinessMethods/{windows_hello_for_business_authentication_method_id}/device,"user_id,windows_hello_for_business_authentication_method_id",users.authentication.windowsHelloForBusinessMethods.GetDevice,device
azuread.users.calendar_view,select,list_calendar_view,/users/{user_id}/calendarView,user_id,users.ListCalendarView,eventCollectionResponse
azuread.users.calendar_view,select,get_calendar_view,/users/{user_id}/calendarView/{event_id},"user_id,event_id",users.GetCalendarView,event
azuread.users.calendar_view_attachments,select,list_attachments,/users/{user_id}/calendarView/{event_id}/attachments,"user_id,event_id",users.calendarView.ListAttachments,attachmentCollectionResponse
azuread.users.calendar_view_attachments,select,get_attachments,/users/{user_id}/calendarView/{event_id}/attachments/{attachment_id},"user_id,event_id,attachment_id",users.calendarView.GetAttachments,attachment
azuread.users.calendar_view_attachments,insert,create_attachments,/users/{user_id}/calendarView/{event_id}/attachments,"{user_id},{event_id}",users.calendarView.CreateAttachments,
azuread.users.calendar_view_attachments,delete,delete_attachments,/users/{user_id}/calendarView/{event_id}/attachments/{attachment_id},"{user_id},{event_id},{attachment_id}",users.calendarView.DeleteAttachments,
azuread.users.calendar_view_calendar,select,get_calendar,/users/{user_id}/calendarView/{event_id}/calendar,"user_id,event_id",users.calendarView.GetCalendar,calendar
azuread.users.calendar_view_extensions,select,list_extensions,/users/{user_id}/calendarView/{event_id}/extensions,"user_id,event_id",users.calendarView.ListExtensions,extensionCollectionResponse
azuread.users.calendar_view_extensions,select,get_extensions,/users/{user_id}/calendarView/{event_id}/extensions/{extension_id},"user_id,event_id,extension_id",users.calendarView.GetExtensions,extension
azuread.users.calendar_view_extensions,insert,create_extensions,/users/{user_id}/calendarView/{event_id}/extensions,"{user_id},{event_id}",users.calendarView.CreateExtensions,
azuread.users.calendar_view_extensions,delete,delete_extensions,/users/{user_id}/calendarView/{event_id}/extensions/{extension_id},"{user_id},{event_id},{extension_id}",users.calendarView.DeleteExtensions,
azuread.users.calendar_view_instances,select,list_instances,/users/{user_id}/calendarView/{event_id}/instances,"user_id,event_id",users.calendarView.ListInstances,eventCollectionResponse
azuread.users.calendar_view_instances,select,get_instances,/users/{user_id}/calendarView/{event_id}/instances/{event_id1},"user_id,event_id,event_id1",users.calendarView.GetInstances,event
azuread.users.calendar_view_instances_attachments,select,list_attachments,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/attachments,"user_id,event_id,event_id1",users.calendarView.instances.ListAttachments,attachmentCollectionResponse
azuread.users.calendar_view_instances_attachments,select,get_attachments,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/attachments/{attachment_id},"user_id,event_id,event_id1,attachment_id",users.calendarView.instances.GetAttachments,attachment
azuread.users.calendar_view_instances_attachments,insert,create_attachments,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/attachments,"{user_id},{event_id},{event_id1}",users.calendarView.instances.CreateAttachments,
azuread.users.calendar_view_instances_attachments,delete,delete_attachments,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/attachments/{attachment_id},"{user_id},{event_id},{event_id1},{attachment_id}",users.calendarView.instances.DeleteAttachments,
azuread.users.calendar_view_instances_calendar,select,get_calendar,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/calendar,"user_id,event_id,event_id1",users.calendarView.instances.GetCalendar,calendar
azuread.users.calendar_view_instances_extensions,select,list_extensions,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/extensions,"user_id,event_id,event_id1",users.calendarView.instances.ListExtensions,extensionCollectionResponse
azuread.users.calendar_view_instances_extensions,select,get_extensions,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/extensions/{extension_id},"user_id,event_id,event_id1,extension_id",users.calendarView.instances.GetExtensions,extension
azuread.users.calendar_view_instances_extensions,insert,create_extensions,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/extensions,"{user_id},{event_id},{event_id1}",users.calendarView.instances.CreateExtensions,
azuread.users.calendar_view_instances_extensions,delete,delete_extensions,/users/{user_id}/calendarView/{event_id}/instances/{event_id1}/extensions/{extension_id},"{user_id},{event_id},{event_id1},{extension_id}",users.calendarView.instances.DeleteExtensions,
azuread.users.created_objects,select,list_created_objects,/users/{user_id}/createdObjects,user_id,users.ListCreatedObjects,directoryObjectCollectionResponse
azuread.users.created_objects,select,get_created_objects,/users/{user_id}/createdObjects/{directory_object_id},"user_id,directory_object_id",users.GetCreatedObjects,directoryObject
azuread.users.device_management_troubleshooting_events,select,list_device_management_troubleshooting_events,/users/{user_id}/deviceManagementTroubleshootingEvents,user_id,users.ListDeviceManagementTroubleshootingEvents,deviceManagementTroubleshootingEventCollectionResponse
azuread.users.device_management_troubleshooting_events,select,get_device_management_troubleshooting_events,/users/{user_id}/deviceManagementTroubleshootingEvents/{device_management_troubleshooting_event_id},"user_id,device_management_troubleshooting_event_id",users.GetDeviceManagementTroubleshootingEvents,deviceManagementTroubleshootingEvent
azuread.users.device_management_troubleshooting_events,insert,create_device_management_troubleshooting_events,/users/{user_id}/deviceManagementTroubleshootingEvents,{user_id},users.CreateDeviceManagementTroubleshootingEvents,
azuread.users.device_management_troubleshooting_events,delete,delete_device_management_troubleshooting_events,/users/{user_id}/deviceManagementTroubleshootingEvents/{device_management_troubleshooting_event_id},"{user_id},{device_management_troubleshooting_event_id}",users.DeleteDeviceManagementTroubleshootingEvents,
azuread.users.direct_reports,select,list_direct_reports,/users/{user_id}/directReports,user_id,users.ListDirectReports,directoryObjectCollectionResponse
azuread.users.direct_reports,select,get_direct_reports,/users/{user_id}/directReports/{directory_object_id},"user_id,directory_object_id",users.GetDirectReports,directoryObject
azuread.users.events,select,list_events,/users/{user_id}/events,user_id,users.ListEvents,eventCollectionResponse
azuread.users.events,select,get_events,/users/{user_id}/events/{event_id},"user_id,event_id",users.GetEvents,event
azuread.users.events,insert,create_events,/users/{user_id}/events,{user_id},users.CreateEvents,
azuread.users.events,delete,delete_events,/users/{user_id}/events/{event_id},"{user_id},{event_id}",users.DeleteEvents,
azuread.users.events_attachments,select,list_attachments,/users/{user_id}/events/{event_id}/attachments,"user_id,event_id",users.events.ListAttachments,attachmentCollectionResponse
azuread.users.events_attachments,select,get_attachments,/users/{user_id}/events/{event_id}/attachments/{attachment_id},"user_id,event_id,attachment_id",users.events.GetAttachments,attachment
azuread.users.events_attachments,insert,create_attachments,/users/{user_id}/events/{event_id}/attachments,"{user_id},{event_id}",users.events.CreateAttachments,
azuread.users.events_attachments,delete,delete_attachments,/users/{user_id}/events/{event_id}/attachments/{attachment_id},"{user_id},{event_id},{attachment_id}",users.events.DeleteAttachments,
azuread.users.events_calendar,select,get_calendar,/users/{user_id}/events/{event_id}/calendar,"user_id,event_id",users.events.GetCalendar,calendar
azuread.users.events_extensions,select,list_extensions,/users/{user_id}/events/{event_id}/extensions,"user_id,event_id",users.events.ListExtensions,extensionCollectionResponse
azuread.users.events_extensions,select,get_extensions,/users/{user_id}/events/{event_id}/extensions/{extension_id},"user_id,event_id,extension_id",users.events.GetExtensions,extension
azuread.users.events_extensions,insert,create_extensions,/users/{user_id}/events/{event_id}/extensions,"{user_id},{event_id}",users.events.CreateExtensions,
azuread.users.events_extensions,delete,delete_extensions,/users/{user_id}/events/{event_id}/extensions/{extension_id},"{user_id},{event_id},{extension_id}",users.events.DeleteExtensions,
azuread.users.events_instances,select,list_instances,/users/{user_id}/events/{event_id}/instances,"user_id,event_id",users.events.ListInstances,eventCollectionResponse
azuread.users.events_instances,select,get_instances,/users/{user_id}/events/{event_id}/instances/{event_id1},"user_id,event_id,event_id1",users.events.GetInstances,event
azuread.users.events_instances_attachments,select,list_attachments,/users/{user_id}/events/{event_id}/instances/{event_id1}/attachments,"user_id,event_id,event_id1",users.events.instances.ListAttachments,attachmentCollectionResponse
azuread.users.events_instances_attachments,select,get_attachments,/users/{user_id}/events/{event_id}/instances/{event_id1}/attachments/{attachment_id},"user_id,event_id,event_id1,attachment_id",users.events.instances.GetAttachments,attachment
azuread.users.events_instances_attachments,insert,create_attachments,/users/{user_id}/events/{event_id}/instances/{event_id1}/attachments,"{user_id},{event_id},{event_id1}",users.events.instances.CreateAttachments,
azuread.users.events_instances_attachments,delete,delete_attachments,/users/{user_id}/events/{event_id}/instances/{event_id1}/attachments/{attachment_id},"{user_id},{event_id},{event_id1},{attachment_id}",users.events.instances.DeleteAttachments,
azuread.users.events_instances_calendar,select,get_calendar,/users/{user_id}/events/{event_id}/instances/{event_id1}/calendar,"user_id,event_id,event_id1",users.events.instances.GetCalendar,calendar
azuread.users.events_instances_extensions,select,list_extensions,/users/{user_id}/events/{event_id}/instances/{event_id1}/extensions,"user_id,event_id,event_id1",users.events.instances.ListExtensions,extensionCollectionResponse
azuread.users.events_instances_extensions,select,get_extensions,/users/{user_id}/events/{event_id}/instances/{event_id1}/extensions/{extension_id},"user_id,event_id,event_id1,extension_id",users.events.instances.GetExtensions,extension
azuread.users.events_instances_extensions,insert,create_extensions,/users/{user_id}/events/{event_id}/instances/{event_id1}/extensions,"{user_id},{event_id},{event_id1}",users.events.instances.CreateExtensions,
azuread.users.events_instances_extensions,delete,delete_extensions,/users/{user_id}/events/{event_id}/instances/{event_id1}/extensions/{extension_id},"{user_id},{event_id},{event_id1},{extension_id}",users.events.instances.DeleteExtensions,
azuread.users.extensions,select,list_extensions,/users/{user_id}/extensions,user_id,users.ListExtensions,extensionCollectionResponse
azuread.users.extensions,select,get_extensions,/users/{user_id}/extensions/{extension_id},"user_id,extension_id",users.GetExtensions,extension
azuread.users.extensions,insert,create_extensions,/users/{user_id}/extensions,{user_id},users.CreateExtensions,
azuread.users.extensions,delete,delete_extensions,/users/{user_id}/extensions/{extension_id},"{user_id},{extension_id}",users.DeleteExtensions,
azuread.users.license_details,select,list_license_details,/users/{user_id}/licenseDetails,user_id,users.ListLicenseDetails,licenseDetailsCollectionResponse
azuread.users.license_details,select,get_license_details,/users/{user_id}/licenseDetails/{license_details_id},"user_id,license_details_id",users.GetLicenseDetails,licenseDetails
azuread.users.license_details,insert,create_license_details,/users/{user_id}/licenseDetails,{user_id},users.CreateLicenseDetails,
azuread.users.license_details,delete,delete_license_details,/users/{user_id}/licenseDetails/{license_details_id},"{user_id},{license_details_id}",users.DeleteLicenseDetails,
azuread.users.mailbox_settings,select,get_mailbox_settings,/users/{user_id}/mailboxSettings,user_id,users.GetMailboxSettings,mailboxSettings
azuread.users.mail_folders,select,list_mail_folders,/users/{user_id}/mailFolders,user_id,users.ListMailFolders,mailFolderCollectionResponse
azuread.users.mail_folders,select,get_mail_folders,/users/{user_id}/mailFolders/{mail_folder_id},"user_id,mail_folder_id",users.GetMailFolders,mailFolder
azuread.users.mail_folders,insert,create_mail_folders,/users/{user_id}/mailFolders,{user_id},users.CreateMailFolders,
azuread.users.mail_folders,delete,delete_mail_folders,/users/{user_id}/mailFolders/{mail_folder_id},"{user_id},{mail_folder_id}",users.DeleteMailFolders,
azuread.users.mail_folders_child_folders,select,list_child_folders,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders,"user_id,mail_folder_id",users.mailFolders.ListChildFolders,mailFolderCollectionResponse
azuread.users.mail_folders_child_folders,select,get_child_folders,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1},"user_id,mail_folder_id,mail_folder_id1",users.mailFolders.GetChildFolders,mailFolder
azuread.users.mail_folders_child_folders,insert,create_child_folders,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders,"{user_id},{mail_folder_id}",users.mailFolders.CreateChildFolders,
azuread.users.mail_folders_child_folders,delete,delete_child_folders,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1},"{user_id},{mail_folder_id},{mail_folder_id1}",users.mailFolders.DeleteChildFolders,
azuread.users.mail_folders_child_folders_message_rules,select,list_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messageRules,"user_id,mail_folder_id,mail_folder_id1",users.mailFolders.childFolders.ListMessageRules,messageRuleCollectionResponse
azuread.users.mail_folders_child_folders_message_rules,select,get_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messageRules/{message_rule_id},"user_id,mail_folder_id,mail_folder_id1,message_rule_id",users.mailFolders.childFolders.GetMessageRules,messageRule
azuread.users.mail_folders_child_folders_message_rules,insert,create_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messageRules,"{user_id},{mail_folder_id},{mail_folder_id1}",users.mailFolders.childFolders.CreateMessageRules,
azuread.users.mail_folders_child_folders_message_rules,delete,delete_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messageRules/{message_rule_id},"{user_id},{mail_folder_id},{mail_folder_id1},{message_rule_id}",users.mailFolders.childFolders.DeleteMessageRules,
azuread.users.mail_folders_child_folders_messages,select,list_messages,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages,"user_id,mail_folder_id,mail_folder_id1",users.mailFolders.childFolders.ListMessages,messageCollectionResponse
azuread.users.mail_folders_child_folders_messages,select,get_messages,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id},"user_id,mail_folder_id,mail_folder_id1,message_id",users.mailFolders.childFolders.GetMessages,message
azuread.users.mail_folders_child_folders_messages,insert,create_messages,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages,"{user_id},{mail_folder_id},{mail_folder_id1}",users.mailFolders.childFolders.CreateMessages,
azuread.users.mail_folders_child_folders_messages,delete,delete_messages,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id},"{user_id},{mail_folder_id},{mail_folder_id1},{message_id}",users.mailFolders.childFolders.DeleteMessages,
azuread.users.mail_folders_child_folders_messages_attachments,select,list_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/attachments,"user_id,mail_folder_id,mail_folder_id1,message_id",users.mailFolders.childFolders.messages.ListAttachments,attachmentCollectionResponse
azuread.users.mail_folders_child_folders_messages_attachments,select,get_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/attachments/{attachment_id},"user_id,mail_folder_id,mail_folder_id1,message_id,attachment_id",users.mailFolders.childFolders.messages.GetAttachments,attachment
azuread.users.mail_folders_child_folders_messages_attachments,insert,create_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/attachments,"{user_id},{mail_folder_id},{mail_folder_id1},{message_id}",users.mailFolders.childFolders.messages.CreateAttachments,
azuread.users.mail_folders_child_folders_messages_attachments,delete,delete_attachments,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/attachments/{attachment_id},"{user_id},{mail_folder_id},{mail_folder_id1},{message_id},{attachment_id}",users.mailFolders.childFolders.messages.DeleteAttachments,
azuread.users.mail_folders_child_folders_messages_extensions,select,list_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/extensions,"user_id,mail_folder_id,mail_folder_id1,message_id",users.mailFolders.childFolders.messages.ListExtensions,extensionCollectionResponse
azuread.users.mail_folders_child_folders_messages_extensions,select,get_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/extensions/{extension_id},"user_id,mail_folder_id,mail_folder_id1,message_id,extension_id",users.mailFolders.childFolders.messages.GetExtensions,extension
azuread.users.mail_folders_child_folders_messages_extensions,insert,create_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/extensions,"{user_id},{mail_folder_id},{mail_folder_id1},{message_id}",users.mailFolders.childFolders.messages.CreateExtensions,
azuread.users.mail_folders_child_folders_messages_extensions,delete,delete_extensions,/users/{user_id}/mailFolders/{mail_folder_id}/childFolders/{mail_folder_id1}/messages/{message_id}/extensions/{extension_id},"{user_id},{mail_folder_id},{mail_folder_id1},{message_id},{extension_id}",users.mailFolders.childFolders.messages.DeleteExtensions,
azuread.users.mail_folders_message_rules,select,list_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/messageRules,"user_id,mail_folder_id",users.mailFolders.ListMessageRules,messageRuleCollectionResponse
azuread.users.mail_folders_message_rules,select,get_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/messageRules/{message_rule_id},"user_id,mail_folder_id,message_rule_id",users.mailFolders.GetMessageRules,messageRule
azuread.users.mail_folders_message_rules,insert,create_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/messageRules,"{user_id},{mail_folder_id}",users.mailFolders.CreateMessageRules,
azuread.users.mail_folders_message_rules,delete,delete_message_rules,/users/{user_id}/mailFolders/{mail_folder_id}/messageRules/{message_rule_id},"{user_id},{mail_folder_id},{message_rule_id}",users.mailFolders.DeleteMessageRules,
azuread.users.mail_folders_messages,select,list_messages,/users/{user_id}/mailFolders/{mail_folder_id}/messages,"user_id,mail_folder_id",users.mailFolders.ListMessages,messageCollectionResponse
azuread.users.mail_folders_messages,select,get_messages,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id},"user_id,mail_folder_id,message_id",users.mailFolders.GetMessages,message
azuread.users.mail_folders_messages,insert,create_messages,/users/{user_id}/mailFolders/{mail_folder_id}/messages,"{user_id},{mail_folder_id}",users.mailFolders.CreateMessages,
azuread.users.mail_folders_messages,delete,delete_messages,/users/{user_id}/mailFolders/{mail_folder_id}/messages/{message_id},"{user_id},{mail_folder_id},{message_id}",users.mailFolders.DeleteMessages,
